221,E'Twaun Moore,SG,26,CHI,0.481,0.452,0.491,0.629,0.3,1.9,1.7,0.6,0.3,0.9,7.5
222,JaMychal Green,PF,25,MEM,0.465,0.333,0.478,0.752,1.8,3,0.9,0.6,0.4,1.1,7.4
223,Amir Johnson,PF,28,BOS,0.585,0.233,0.624,0.57,2.3,4.1,1.7,0.7,1.1,1.2,7.3
224,Shane Larkin,PG,23,BRK,0.442,0.361,0.464,0.776,0.4,1.9,4.4,1.2,0.2,1.9,7.3
225,Jodie Meeks,SG,28,DET,0.35,0.444,0.273,1,0.3,1.3,1,0,0,0.3,7.3
226,Garrett Temple,SF,29,WAS,0.398,0.345,0.453,0.728,0.5,2.2,1.8,0.9,0.2,0.8,7.3
227,Nick Young,SG,30,LAL,0.339,0.325,0.363,0.829,0.3,1.5,0.6,0.4,0.1,0.6,7.3
228,Brandon Bass,PF,30,LAL,0.549,0,0.552,0.845,1.6,2.7,1.1,0.5,0.8,0.6,7.2
229,Corey Brewer,SF,29,HOU,0.384,0.272,0.46,0.75,0.5,1.9,1.3,1,0.2,1,7.2
230,Tyson Chandler,C,33,PHO,0.583,0,0.585,0.62,2.7,6.1,1,0.5,0.7,1.4,7.2
231,Mike Dunleavy,SF,35,CHI,0.41,0.394,0.427,0.784,0.3,2.4,1.3,0.5,0.3,0.8,7.2
232,James Ennis,SF,25,TOT,0.478,0.448,0.509,0.735,1,1,1,0.7,0.2,0.9,7.2
233,Danny Green,SG,28,SAS,0.376,0.332,0.448,0.739,0.6,3.2,1.8,1,0.8,0.9,7.2
234,Jason Smith,C,29,ORL,0.485,0.25,0.493,0.806,0.7,2.2,0.8,0.4,0.9,0.8,7.2
235,Aaron Brooks,PG,31,CHI,0.401,0.357,0.43,0.766,0.3,1.2,2.6,0.4,0.1,1.2,7.1
236,Marreese Speights,C,28,GSW,0.432,0.387,0.439,0.825,1.1,2.3,0.8,0.3,0.5,0.9,7.1
237,David West,PF,35,SAS,0.545,0.429,0.546,0.788,0.9,3,1.8,0.6,0.7,0.9,7.1
238,Luke Babbitt,SF,26,NOP,0.422,0.404,0.433,0.78,0.5,2.6,1.1,0.2,0.1,0.5,7
239,Clint Capela,C,21,HOU,0.582,0,0.583,0.379,2.5,3.9,0.6,0.8,1.2,0.8,7
240,Willie Cauley-Stein,C,22,SAC,0.563,0,0.567,0.648,2,3.3,0.6,0.7,1,0.7,7
241,Festus Ezeli,C,26,GSW,0.548,,0.548,0.53,2,3.6,0.7,0.4,1.1,0.8,7
242,John Henson,C,25,MIL,0.564,0,0.566,0.59,1.5,2.4,0.9,0.3,1.9,1.1,7
243,Andre Iguodala,SF,32,GSW,0.478,0.351,0.57,0.614,0.8,3.2,3.4,1.1,0.3,1.2,7
244,Bobby Portis,PF,20,CHI,0.427,0.308,0.443,0.727,2,3.5,0.8,0.4,0.4,0.9,7
245,Donald Sloan,PG,28,BRK,0.44,0.384,0.462,0.75,0.3,2.6,4.4,0.5,0.1,1.3,7
246,Brandon Jennings,PG,26,TOT,0.368,0.329,0.409,0.731,0.3,1.7,3.5,0.6,0.1,1.2,6.9
247,Wesley Johnson,SF,28,LAC,0.404,0.333,0.51,0.652,0.5,2.6,0.6,1.1,0.7,0.7,6.9
248,Andrew Nicholson,PF,26,ORL,0.471,0.36,0.536,0.785,0.6,3,0.4,0.2,0.4,0.7,6.9
249,Patrick Patterson,PF,26,TOR,0.414,0.362,0.49,0.853,1,3.4,1.2,0.7,0.4,0.8,6.9
250,Brandan Wright,PF,28,MEM,0.673,,0.673,0.542,1.2,2.4,0.5,0.4,1.3,0.8,6.9
251,Seth Curry,PG,25,SAC,0.455,0.45,0.46,0.833,0.2,1.2,1.5,0.5,0.1,0.8,6.8
252,Kosta Koufos,C,26,SAC,0.532,,0.532,0.548,2.2,3.3,0.4,0.5,0.9,0.6,6.8
253,Andrea Bargnani,C,30,BRK,0.455,0.188,0.471,0.825,0.6,1.5,0.4,0.1,0.2,0.6,6.6
254,Vince Carter,SG,39,MEM,0.388,0.349,0.425,0.833,0.5,1.9,0.9,0.6,0.3,0.6,6.6
255,Josh Richardson,SG,22,MIA,0.452,0.461,0.446,0.667,0.4,1.7,1.4,0.7,0.5,0.7,6.6
256,Ed Davis,PF,26,POR,0.611,,0.611,0.559,2.8,4.6,1.1,0.7,0.9,0.8,6.5
257,Kris Humphries,PF,30,TOT,0.41,0.315,0.465,0.798,1.1,3,0.7,0.3,0.4,0.7,6.5
258,Henry Sims,C,25,BRK,0.429,,0.429,0.833,1.5,3.6,0.6,0.6,1,0.9,6.5
259,Leandro Barbosa,SG,33,GSW,0.462,0.355,0.508,0.839,0.4,1.3,1.2,0.6,0.1,0.8,6.4
260,Boris Diaw,PF,33,SAS,0.527,0.362,0.564,0.737,0.8,2.3,2.3,0.3,0.3,1.3,6.4
261,Tim Hardaway,SG,23,ATL,0.43,0.338,0.537,0.893,0.1,1.5,1,0.4,0.1,0.5,6.4
262,Maurice Harkless,SF,22,POR,0.474,0.279,0.576,0.622,1.3,2.3,0.9,0.6,0.4,0.8,6.4
263,Thabo Sefolosha,SF,31,ATL,0.505,0.339,0.589,0.626,0.7,3.8,1.4,1.1,0.5,0.9,6.4
264,Justise Winslow,SF,19,MIA,0.422,0.276,0.471,0.684,1,4.1,1.5,0.9,0.3,1.2,6.4
265,Aron Baynes,C,29,DET,0.505,0,0.508,0.764,1.7,3,0.6,0.3,0.6,0.8,6.3
266,Shaun Livingston,PG,30,GSW,0.536,0.167,0.548,0.86,0.5,1.6,3,0.7,0.3,1,6.3
267,Timofey Mozgov,C,29,CLE,0.565,0.143,0.574,0.716,1.4,3,0.4,0.3,0.8,0.9,6.3
268,P.J. Hairston,SF,23,TOT,0.355,0.29,0.449,0.781,0.4,2.3,0.6,0.5,0.2,0.6,6.2
269,Donatas Motiejunas,PF,25,HOU,0.439,0.281,0.5,0.642,1,1.9,1.1,0.5,0.1,1.2,6.2
270,Mike Scott,PF,27,ATL,0.468,0.392,0.523,0.794,0.7,2,1,0.3,0.2,0.6,6.2
271,Dante Cunningham,SF,28,NOP,0.451,0.316,0.55,0.695,0.7,2.2,1,0.5,0.4,0.5,6.1
272,Channing Frye,PF-C,32,TOT,0.438,0.387,0.545,0.857,0.5,2.8,1,0.4,0.4,0.6,6.1
273,Mario Hezonja,SF,20,ORL,0.433,0.349,0.504,0.907,0.4,1.9,1.4,0.5,0.2,1.2,6.1
274,Trey Lyles,PF,20,UTA,0.438,0.383,0.461,0.695,0.7,3,0.7,0.3,0.2,0.8,6.1
275,T.J. McConnell,PG,23,PHI,0.47,0.348,0.499,0.634,0.5,2.6,4.5,1.2,0.1,1.7,6.1
276,Paul Pierce,SF,38,LAC,0.363,0.31,0.445,0.818,0.2,2.6,1,0.5,0.3,0.9,6.1
277,Tyler Zeller,C,26,BOS,0.476,,0.476,0.815,1,1.9,0.5,0.2,0.4,0.8,6.1
278,Alexis Ajinca,C,27,NOP,0.476,0,0.478,0.839,1.3,3.3,0.5,0.3,0.6,0.9,6
279,Duje Dukan,SF,24,SAC,0.2,0.4,0,,2,2,1,1,0,0,6
280,Spencer Hawes,PF,27,CHO,0.405,0.373,0.422,0.831,0.9,3.4,1.9,0.4,0.5,1,6
281,Jonathon Simmons,SG,26,SAS,0.504,0.383,0.533,0.75,0.3,1.5,1.1,0.4,0.1,1,6
282,Josh Smith,PF,30,TOT,0.364,0.287,0.417,0.552,0.9,2.6,1.6,0.6,0.9,1.4,6
283,Trevor Booker,PF,28,UTA,0.49,0.293,0.513,0.67,2.1,3.6,1.1,0.7,0.5,1,5.9
284,Markel Brown,SG,24,BRK,0.394,0.314,0.443,0.755,0.4,1.6,1.5,0.6,0.2,0.9,5.9
285,Randy Foye,SG,32,TOT,0.351,0.3,0.405,0.824,0.3,1.6,2,0.5,0.4,1.1,5.9
286,Roy Hibbert,C,29,LAL,0.443,0,0.445,0.807,1.6,3.3,1.2,0.4,1.4,0.9,5.9
287,J.J. Hickson,C,27,TOT,0.516,0,0.519,0.447,1.1,2.7,0.7,0.4,0.4,0.7,5.9
288,Raul Neto,PG,23,UTA,0.431,0.395,0.453,0.743,0.2,1.3,2.1,0.8,0,1.3,5.9
289,Jason Terry,SG,38,HOU,0.402,0.356,0.504,0.818,0.2,0.9,1.4,0.7,0.1,0.7,5.9
290,Rondae Hollis-Jefferson,SF,21,BRK,0.457,0.286,0.476,0.712,1.3,4,1.5,1.3,0.6,0.9,5.8
291,Dwight Powell,PF,24,DAL,0.493,0.125,0.514,0.739,1.2,2.7,0.6,0.5,0.3,0.6,5.8
292,Iman Shumpert,SG,25,CLE,0.374,0.295,0.447,0.784,0.6,3.2,1.7,1,0.4,1.1,5.8
293,Amar'e Stoudemire,C,33,MIA,0.566,,0.566,0.746,1.3,3,0.5,0.3,0.8,0.9,5.8
294,Ty Lawson,PG,28,TOT,0.393,0.333,0.419,0.686,0.4,1.4,3.6,0.8,0.1,1.4,5.7
295,Jarell Martin,PF,21,MEM,0.466,0,0.474,0.726,1.4,1.7,0.6,0.3,0.3,0.7,5.7
296,Xavier Munford,SG,23,MEM,0.416,0.391,0.426,0.5,0.2,2,1.6,0.9,0.2,1.1,5.7
297,Greivis Vasquez,PG,29,MIL,0.326,0.247,0.415,0.846,0.2,1.8,4,0.4,0,1.7,5.7
298,Troy Daniels,SG,24,CHO,0.476,0.484,0.462,0.556,0.2,1.2,0.5,0.3,0.1,0.6,5.6
299,Bryce Dejean-Jones,SG,23,NOP,0.406,0.375,0.432,0.524,0.6,2.9,1.1,0.7,0.1,0.8,5.6
300,Jerian Grant,PG,23,NYK,0.394,0.22,0.454,0.78,0.3,1.6,2.3,0.7,0.1,1.1,5.6
301,Richaun Holmes,PF,22,PHI,0.514,0.182,0.596,0.689,1.2,1.4,0.6,0.4,0.8,0.6,5.6
302,Anthony Morrow,SG,30,OKC,0.408,0.387,0.442,0.744,0.1,0.8,0.4,0.3,0.1,0.3,5.6
303,Norman Powell,SG,22,TOR,0.424,0.404,0.436,0.811,0.3,1.9,1,0.6,0.2,0.7,5.6
304,Tiago Splitter,C,31,ATL,0.523,0,0.529,0.813,1.3,2.1,0.8,0.6,0.3,0.7,5.6
305,Cole Aldrich,C,27,LAC,0.596,,0.596,0.714,1.4,3.4,0.8,0.8,1.1,1.1,5.5
306,Bismack Biyombo,C,23,TOR,0.542,0,0.544,0.628,2.2,5.8,0.4,0.2,1.6,0.9,5.5
307,Richard Jefferson,SF,35,CLE,0.458,0.382,0.554,0.667,0.2,1.5,0.8,0.4,0.2,0.6,5.5
308,Boban Marjanovic,C,27,SAS,0.603,,0.603,0.763,1.4,2.2,0.4,0.2,0.4,0.5,5.5
309,Larry Nance Jr.,PF,23,LAL,0.527,0.1,0.541,0.681,1.6,3.3,0.7,0.9,0.4,0.7,5.5
310,Lavoy Allen,PF,26,IND,0.516,,0.516,0.63,2.1,3.3,1,0.3,0.5,0.9,5.4
311,Andrew Bogut,C,31,GSW,0.627,1,0.626,0.48,1.7,5.3,2.3,0.5,1.6,1.2,5.4
312,Ronnie Price,PG,32,PHO,0.384,0.347,0.453,0.756,0.4,1.2,2.4,1.2,0.2,1.1,5.3
313,Tony Snell,SF,24,CHI,0.372,0.361,0.38,0.909,0.3,2.8,1,0.3,0.3,0.8,5.3
314,Anthony Tolliver,PF,30,DET,0.386,0.36,0.5,0.617,0.5,2.6,0.7,0.4,0.2,0.4,5.3
315,Quincy Acy,PF,25,SAC,0.556,0.388,0.606,0.735,1.1,2.1,0.5,0.5,0.4,0.5,5.2
316,Nemanja Bjelica,PF,27,MIN,0.468,0.384,0.564,0.727,0.8,2.7,1.4,0.4,0.4,0.8,5.1
317,Tim Frazier,PG,25,TOT,0.419,0.333,0.442,0.716,0.5,1.6,3.2,0.6,0,1.3,5.1
318,JaVale McGee,C,28,DAL,0.575,0,0.579,0.5,1.6,2.4,0.1,0.1,0.8,0.6,5.1
319,Miles Plumlee,C,27,MIL,0.601,,0.601,0.576,1.5,2.3,0.3,0.3,0.8,0.7,5.1
320,JaKarr Sampson,SF,22,TOT,0.442,0.222,0.496,0.656,0.6,2,0.6,0.3,0.5,1,5.1
321,Charlie Villanueva,PF,31,DAL,0.382,0.273,0.503,0.917,0.4,2.1,0.4,0.3,0.2,0.5,5.1
322,Alan Anderson,SG,33,WAS,0.356,0.324,0.409,0.733,0.1,2,1.1,0.3,0.1,0.2,5
323,James Johnson,PF,28,TOR,0.475,0.303,0.54,0.574,0.5,1.7,1.2,0.5,0.6,0.9,5
324,Cameron Payne,PG,21,OKC,0.41,0.324,0.467,0.792,0.2,1.3,1.9,0.6,0.1,0.8,5
325,Metta World Peace,SF,36,LAL,0.311,0.31,0.312,0.702,0.5,2,0.8,0.6,0.3,0.4,5
326,Sasha Vujacic,SG,31,NYK,0.383,0.364,0.403,0.821,0.4,2,1.4,0.6,0.1,0.7,4.9
327,Spencer Dinwiddie,PG,22,DET,0.352,0.1,0.409,0.576,0.3,1.1,1.8,0.3,0,0.6,4.8
328,Kyle O'Quinn,PF,25,NYK,0.476,0.227,0.498,0.767,1.2,2.7,1.1,0.3,0.8,0.9,4.8
329,Andre Roberson,SG,24,OKC,0.496,0.311,0.608,0.611,1.1,2.5,0.7,0.8,0.6,0.5,4.8
330,Chris McCullough,PF,20,BRK,0.404,0.382,0.413,0.478,1,1.8,0.4,1.2,0.5,0.6,4.7
331,Willie Reed,PF,25,BRK,0.571,,0.571,0.545,1.3,1.9,0.3,0.2,0.8,0.4,4.7
332,Beno Udrih,PG,33,TOT,0.434,0.341,0.461,0.9,0.2,1.5,2.6,0.3,0,1.2,4.7
333,Kyle Anderson,SF,22,SAS,0.468,0.324,0.488,0.747,0.3,2.8,1.6,0.8,0.4,0.8,4.5
334,Tyler Ennis,PG,21,MIL,0.449,0.333,0.48,0.735,0.3,1.3,2.1,0.5,0,1,4.5
335,Alonzo Gee,SF,28,NOP,0.518,0.283,0.59,0.667,0.8,2.5,1,0.9,0.2,0.8,4.5
336,Justin Holiday,SG,26,TOT,0.386,0.343,0.423,0.73,0.2,1.5,1.1,0.6,0.4,0.7,4.5
337,Marcelo Huertas,PG,32,LAL,0.422,0.262,0.479,0.931,0.3,1.4,3.4,0.5,0.1,1.5,4.5
338,Jordan McRae,PG,24,TOT,0.436,0.455,0.429,0.75,0.2,0.7,1.1,0.1,0,0.7,4.5
339,Nikola Pekovic,C,30,MIN,0.38,,0.38,0.8,0.6,1.2,0.9,0.1,0,0.8,4.5
340,Steve Blake,PG,35,DET,0.388,0.344,0.461,0.8,0.2,1.4,3.4,0.4,0.1,1.4,4.4
341,Dewayne Dedmon,C,26,ORL,0.559,,0.559,0.75,1.2,2.8,0.2,0.4,0.8,0.6,4.4
342,Jonas Jerebko,PF,28,BOS,0.413,0.398,0.421,0.782,1,2.7,0.8,0.3,0.3,0.7,4.4
343,Briante Weber,PG,23,TOT,0.359,0,0.412,0.75,1.1,2.4,3,1.3,0.4,1.3,4.4
344,Joakim Noah,C,30,CHI,0.383,0,0.386,0.489,3,5.8,3.8,0.6,1,1.8,4.3
345,Thomas Robinson,PF,24,BRK,0.447,0,0.448,0.431,1.9,3.1,0.6,0.5,0.5,1,4.3
346,C.J. Watson,PG,31,ORL,0.343,0.292,0.371,0.872,0.3,1.7,2.7,0.6,0.2,0.8,4.3
347,Jeff Withey,C,25,UTA,0.537,0,0.544,0.729,1.1,2.3,0.4,0.4,1,0.5,4.3
348,Solomon Hill,SF,24,IND,0.447,0.324,0.515,0.857,0.7,2.2,1,0.6,0.2,0.6,4.2
349,Joe Ingles,SF,28,UTA,0.426,0.386,0.531,0.722,0.2,1.6,1.2,0.7,0,0.8,4.2
350,Tyus Jones,PG,19,MIN,0.359,0.302,0.388,0.718,0.2,1.1,2.9,0.8,0.1,0.9,4.2
351,Ryan Kelly,PF,24,LAL,0.369,0.135,0.446,0.685,0.6,2.8,0.6,0.4,0.3,0.5,4.2
352,Brandon Rush,SG,30,GSW,0.427,0.414,0.447,0.643,0.3,2.2,0.8,0.3,0.3,0.5,4.2
353,Elton Brand,C,36,PHI,0.431,0,0.437,0.889,0.5,3.2,1.1,0.5,0.5,0.6,4.1
354,Chase Budinger,SF,27,TOT,0.435,0.279,0.523,0.696,0.7,1.6,1,0.5,0.2,0.7,4.1
355,John Jenkins,SG,24,TOT,0.444,0.314,0.505,0.833,0.2,1.1,0.8,0.2,0,0.6,4.1
356,Omer Asik,C,29,NOP,0.533,,0.533,0.545,1.8,4.3,0.4,0.3,0.3,0.9,4
357,Anthony Brown,SF,23,LAL,0.31,0.286,0.339,0.85,0.3,2.1,0.7,0.5,0.2,0.5,4
358,Rakeem Christmas,PF,24,IND,1,,1,,1,0,0,0,0,0,4
359,Darrun Hilliard,SG,22,DET,0.397,0.38,0.407,0.725,0.1,1.1,0.7,0.2,0,0.5,4
360,Brian Roberts,PG,30,TOT,0.448,0.357,0.48,0.894,0.1,0.7,1.1,0.2,0,0.5,4
361,Chris Andersen,C,37,TOT,0.528,0.286,0.586,0.694,1.3,2.3,0.4,0.6,0.5,0.3,3.9
362,Kevin Seraphin,C,26,NYK,0.41,0,0.414,0.826,0.6,2,1,0.2,0.8,0.9,3.9
363,Justin Anderson,SF,22,DAL,0.406,0.265,0.533,0.8,0.3,2.1,0.5,0.3,0.5,0.4,3.8
364,Glenn Robinson,SF,22,IND,0.43,0.378,0.447,0.692,0.3,1.2,0.6,0.4,0.2,0.4,3.8
365,Delon Wright,PG,23,TOR,0.45,0.385,0.463,0.743,0.3,1.1,1.1,0.3,0.1,0.6,3.8
366,Joe Young,PG,23,IND,0.367,0.217,0.423,0.8,0.1,1.1,1.6,0.4,0,0.8,3.8
367,Caron Butler,SF,35,SAC,0.424,0.167,0.537,0.833,0.3,1,0.6,0.5,0.1,0.2,3.7
368,Orlando Johnson,SG,26,TOT,0.265,0.2,0.292,0.75,0.6,1.6,0.3,0.4,0.4,0.6,3.7
369,James Jones,SF,35,CLE,0.408,0.394,0.447,0.808,0.2,0.9,0.3,0.2,0.2,0.3,3.7
370,Kendall Marshall,PG,24,PHI,0.364,0.327,0.391,0.692,0.1,0.9,2.4,0.5,0.1,1.4,3.7
371,Salah Mejri,C,29,DAL,0.628,0,0.636,0.587,1.2,2.4,0.3,0.2,1.1,0.7,3.7
372,Andre Miller,PG,39,TOT,0.557,0.25,0.582,0.75,0.3,1,2.2,0.4,0,0.9,3.7
373,Shabazz Napier,PG,24,ORL,0.338,0.327,0.351,0.733,0.2,0.8,1.8,0.4,0,0.8,3.7
374,Kelly Oubre,SF,20,WAS,0.427,0.316,0.492,0.633,0.4,1.7,0.2,0.3,0.1,0.5,3.7
375,Ian Clark,SG,24,GSW,0.441,0.357,0.5,0.824,0.2,0.8,1,0.3,0.2,0.7,3.6
376,Montrezl Harrell,PF,22,HOU,0.644,0,0.652,0.522,0.6,1,0.4,0.3,0.3,0.4,3.6
377,Josh McRoberts,PF,28,MIA,0.372,0.245,0.434,0.7,0.5,2,1.9,0.4,0.2,0.7,3.6
378,Axel Toupane,SF,23,DEN,0.357,0.325,0.4,0.765,0.4,1.1,0.7,0.3,0.3,0.3,3.6
379,Noah Vonleh,PF,20,POR,0.421,0.239,0.457,0.745,1.2,2.7,0.4,0.3,0.3,0.6,3.6
380,Christian Wood,PF,20,PHI,0.415,0.364,0.429,0.619,0.8,1.5,0.2,0.3,0.4,0.1,3.6
381,Jordan Adams,SG,21,MEM,0.333,0,0.4,0.6,0,1,1.5,1.5,0,1,3.5
382,James Anderson,SG,26,SAC,0.376,0.267,0.478,0.759,0.3,1.4,0.8,0.4,0.3,0.8,3.5
383,Robert Sacre,C,26,LAL,0.413,,0.413,0.658,1.3,1.6,0.6,0.2,0.4,0.5,3.5
384,Tarik Black,C,24,LAL,0.548,,0.548,0.422,1.1,2.9,0.4,0.4,0.5,0.6,3.4
385,Cristiano Felicio,C,23,CHI,0.556,0,0.588,0.714,1,2.3,0.8,0.2,0.4,0.4,3.4
386,Ryan Hollins,C,31,TOT,0.62,,0.62,0.619,1.3,1.4,0.3,0.2,0.6,0.6,3.4
387,Kyle Singler,SF,27,OKC,0.389,0.309,0.452,0.659,0.7,1.3,0.4,0.4,0.1,0.5,3.4
388,Reggie Bullock,SF,24,DET,0.439,0.415,0.467,0.933,0.4,1.5,0.7,0.3,0.1,0.2,3.3
389,Ray McCallum,PG,24,TOT,0.377,0.357,0.385,0.8,0.2,1,1.5,0.3,0.2,0.6,3.3
390,Mike Muscala,C,24,ATL,0.5,0.308,0.566,0.795,0.6,1.3,0.6,0.2,0.5,0.5,3.3
391,Phil Pressey,PG,24,TOT,0.385,0.222,0.433,0.52,0.1,1.2,3.3,0.8,0.2,1.4,3.3
392,Kevin Garnett,PF,39,MIN,0.47,0,0.474,0.667,0.4,3.6,1.6,0.7,0.3,0.4,3.2
393,Luc Mbah a Moute,PF,29,LAC,0.454,0.325,0.485,0.526,0.8,1.5,0.4,0.6,0.3,0.5,3.1
394,Jason Thompson,C,29,TOT,0.481,0.333,0.505,0.704,0.7,2.2,0.6,0.3,0.4,0.3,3.1
395,Rashad Vaughn,SG,19,MIL,0.305,0.293,0.319,0.8,0.2,1.1,0.6,0.4,0.2,0.4,3.1
396,Thanasis Antetokounmpo,SF,23,NYK,0.75,0,1,,0,0.5,0,0,0,0,3
397,Kirk Hinrich,PG,35,TOT,0.38,0.387,0.373,0.938,0.2,1.3,1.6,0.3,0,0.7,3
398,Johnny O'Bryant,PF,22,MIL,0.411,1,0.409,0.675,1,1.7,0.5,0.3,0.1,0.5,3
399,C.J. Wilcox,SG,25,LAC,0.394,0.391,0.395,0.75,0,0.5,0.4,0.4,0.1,0.1,3
400,Chris Johnson,SF,25,UTA,0.371,0.273,0.474,0.81,0.4,1.5,0.6,0.5,0.3,0.6,2.9
401,James Michael McAdoo,PF,23,GSW,0.536,0.5,0.537,0.531,0.7,0.7,0.4,0.2,0.2,0.4,2.9
402,Tayshaun Prince,SF,35,MIN,0.445,0.174,0.476,0.684,0.4,1.5,0.9,0.5,0.2,0.4,2.9
403,Alan Williams,PF,23,PHO,0.417,,0.417,0.643,1.4,2.4,0.5,0.4,0.5,0.6,2.9
404,Andrew Goudelock,PG,27,HOU,0.45,0.111,0.727,0.75,0.1,0.1,0.5,0.8,0.3,0.9,2.8
405,Josh Huestis,PF,24,OKC,0.417,0.667,0.167,0,0.4,1.6,0,0.2,0.4,0.6,2.8
406,Cory Jefferson,PF,25,PHO,0.409,0,0.429,0.667,0.8,1.3,0,0,0.1,0,2.8
407,Chris Kaman,C,33,POR,0.465,0.25,0.487,1,0.4,1.1,0.7,0.1,0.1,0.5,2.8
408,Alex Stepheson,PF,28,TOT,0.333,,0.333,0.333,2.4,1.1,0.3,0.1,0.6,0,2.8
409,Rasual Butler,SF,36,SAS,0.471,0.306,0.618,0.688,0.1,1.2,0.5,0.3,0.5,0.2,2.7
410,Jared Cunningham,SG,24,TOT,0.343,0.308,0.364,0.655,0.1,0.8,0.5,0.3,0,0.5,2.7
411,Drew Gooden,PF,34,WAS,0.32,0.171,0.419,0.643,0.9,1.9,0.4,0.3,0.4,0.4,2.7
412,R.J. Hunter,SG,22,BOS,0.367,0.302,0.486,0.857,0.1,1,0.4,0.4,0.1,0.3,2.7
413,Justin Harper,PF,26,DET,0.4,0.444,0,0.5,0,0.2,0,0.2,0,0.4,2.6
414,Kostas Papanikolaou,SF,25,DEN,0.364,0.313,0.412,0.643,0.3,1.2,0.6,0.5,0.2,0.8,2.6
415,Anderson Varejao,C,33,TOT,0.427,0,0.431,0.64,0.7,2,0.7,0.3,0.2,0.4,2.6
416,Matt Bonner,C,35,SAS,0.509,0.441,0.609,0.75,0.1,0.8,0.3,0.2,0,0.1,2.5
417,Lorenzo Brown,PG,25,PHO,0.32,0.125,0.412,0.75,0,0.9,1.4,0.4,0.1,1.1,2.5
418,Adreian Payne,PF,24,MIN,0.366,0.281,0.389,0.654,0.4,1.8,0.6,0.3,0.2,0.7,2.5
419,Kendrick Perkins,C,31,NOP,0.533,,0.533,0.44,0.7,2.8,0.8,0.3,0.3,1.1,2.5
420,Pablo Prigioni,PG,38,LAC,0.374,0.295,0.519,0.875,0.6,1.3,2.2,0.9,0,0.8,2.5
421,Sonny Weems,SG-SF,29,TOT,0.382,0.366,0.391,0.533,0.2,1.1,1.1,0.2,0,1,2.5
422,Jarell Eddie,SF,24,WAS,0.308,0.319,0.278,1,0.1,0.8,0.2,0.2,0,0,2.4
423,Jeremy Evans,SF,28,DAL,0.542,0.25,0.688,0.714,0.4,1.4,0.1,0.2,0.3,0.2,2.4
424,Tyler Hansbrough,PF,30,CHO,0.451,0.667,0.441,0.585,0.9,1.1,0.2,0.3,0.2,0.3,2.4
425,Sergey Karasev,SF,22,BRK,0.405,0.297,0.514,0.929,0.2,1.3,0.9,0.2,0.1,0.6,2.4
426,K.J. McDaniels,SF,22,HOU,0.403,0.28,0.468,0.8,0.4,0.7,0.3,0.2,0.2,0.5,2.4
427,Steve Novak,PF,32,TOT,0.444,0.467,0.333,1,0,0.5,0,0,0,0.1,2.4
428,Lamar Patterson,SG,24,ATL,0.35,0.245,0.516,0.727,0.1,1.3,1.1,0.3,0.1,0.7,2.4
429,Greg Smith,PF,25,MIN,0.563,,0.563,0.412,0.7,1.7,0.3,0.2,0.1,0.4,2.4
430,Damjan Rudez,SF,29,MIN,0.403,0.34,0.667,1,0.2,0.5,0.3,0.1,0,0.4,2.3
431,Walter Tavares,C,23,ATL,0.579,,0.579,0.375,0.6,1.3,0.3,0.1,0.5,0.5,2.3
432,Lucas Nogueira,C,23,TOR,0.636,0.333,0.659,0.533,0.6,1,0.2,0.4,0.4,0.4,2.2
433,DeJuan Blair,C,26,WAS,0.412,0,0.418,0.385,0.7,1.3,0.4,0.3,0.1,0.5,2.1
434,Nick Collison,PF,35,OKC,0.459,0,0.467,0.697,1.2,1.7,0.9,0.3,0.3,0.8,2.1
435,Chris Copeland,PF,31,MIL,0.333,0.278,0.467,0.857,0,0.4,0.5,0.1,0,0.3,2.1
436,Devyn Marble,SG,23,ORL,0.296,0.25,0.333,0.417,0.2,1.1,0.4,0.5,0,0.3,2.1
437,Coty Clarke,SF,23,BOS,0.5,1,0,,0,0.3,0,0,0,0.3,2
438,Chuck Hayes,C,32,HOU,0.5,,0.5,1,0,4,1,0,0,1.5,2
439,Tibor Pleiss,C,26,UTA,0.44,0,0.478,1,0.5,0.8,0.2,0.1,0.2,0.7,2
440,Cameron Bairstow,C,25,CHI,0.325,0.2,0.343,0.875,0.2,1.3,0.3,0.1,0.2,0.2,1.9
441,Lou Amundson,PF,33,NYK,0.358,,0.358,0.519,0.8,0.9,0.4,0.2,0.2,0.5,1.8
442,Jeff Ayres,C,28,LAC,0.522,0,0.545,1,0.2,1.1,0.3,0,0.2,0.4,1.8
443,Cleanthony Early,SF,24,NYK,0.3,0.267,0.32,0.75,0.2,1.3,0.4,0.1,0.2,0.5,1.8
444,Jorge Gutierrez,PG,27,CHO,0.545,0,0.667,0.909,0,0.6,1.4,0.3,0,0.5,1.8
445,Damien Inglis,SF,20,MIL,0.351,0.231,0.417,0.875,0.1,1.5,0.5,0.3,0.2,0.6,1.8
446,Kevon Looney,PF,19,GSW,0.571,0.5,0.6,,0.8,1.2,0,0,0,0.2,1.8
447,Elijah Millsap,SG,28,UTA,0.282,0.083,0.37,0.722,0.3,1.5,1,0.4,0.2,0.5,1.8
448,Terry Rozier,PG,21,BOS,0.274,0.222,0.291,0.8,0.6,1,0.9,0.2,0,0.5,1.8
449,Udonis Haslem,PF,35,MIA,0.377,0.111,0.423,0.75,0.3,1.8,0.4,0.1,0.1,0.1,1.6
450,Nazr Mohammed,C,38,OKC,0.6,,0.6,1,0.2,0.6,0,0,0,0.6,1.6
